StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Gain-Framed Message:_1,Loss-Framed Message:_1,QID1217973024,Q4,Q5,Q6_1,Q11_1,Q12_1,Q13_1,Q21_1,Q44_1,Q14,Q36_1,Q37_1,Q38_1,Q39_1,Q45_1,Q40,Q16,Q17,Q18,Q1,Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q1,Q2,Q3,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q1,Q2,Q3,Q4,Q5,Q6,purchase deal_1,purchase deal_2,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,purchase deal_1,purchase deal_2,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Income_1,Shopping habit_1,FL_14_DO,FL_17_DO,FL_20_DO,FL_23_DO,IVandDV_DO,DefaultQuestionBlock_DO
2025-04-09 06:20:16,2025-04-09 06:30:39,0,184.56.168.138,100,623,1,2025-04-09 06:30:40,R_1BfJOwuWmkvrGdR,,,,,37.6451,-84.7703,anonymous,EN,AN2Y7EZF5B017,,6,3,63,2,5,,,,,,,4,6,4,5,7,1,6,2,2,,,4,3,6,2,1,2,,4,3,4,4,4,4,3,4,4,4,3,3,3,16.884,38.541,39.434,3,5,4,4,,,,,,,,1,4,2,,,,,,,1,1,23.95,27.368,29.4,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:26:53,2025-04-09 06:30:44,0,205.142.197.104,100,231,1,2025-04-09 06:30:45,R_6aWwRcppOGvrDJT,,,,,39.1489,-84.4858,anonymous,EN,A2M4AWCQXCSEA0,6,,1,29,1,6,,,,,,,6,7,5,4,7,1,3,1,2,,,5,5,3,1,3,2,,2,2,3,4,4,4,3,4,5,5,3,4,4,3.884,9.061,9.858,4,5,2,2,,,,,,,,2,2,3,5,4,8.588,15.22,15.726,3,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:26:58,2025-04-09 06:32:00,0,172.59.221.116,100,302,1,2025-04-09 06:32:01,R_5bT0IC6MS0yNryx,,,,,35.2522,-80.8263,anonymous,EN,AJTPK3OZ2E815,,7,2,42,2,7,,,,,,,6,6,5,4,7,3,4,2,1,3,2,,,4,2,2,3,,4,2,2,3,3,3,2,2,3,3,2,5,3,,,,,,,,1.531,14.033,14.688,8,4,3,3,1,2,3,2,1,0.976,18.746,19.508,15,,,,,,,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:27:26,2025-04-09 06:32:58,0,69.1.33.206,100,332,1,2025-04-09 06:32:59,R_1tJE8xTV0viF0JP,,,,,28.4797,-82.5562,anonymous,EN,A2PIEXM7Z4EW5T,,4,1,68,1,6,,,,,,,7,6,6,7,7,3,7,1,2,,,1,1,7,1,2,2,,4,2,3,5,3,4,2,3,5,3,2,3,4,,,,,,,,7.726,11.903,13.667,3,2,1,1,2,4,2,1,1,9.184,10.24,12.88,2,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:30:21,2025-04-09 06:33:14,0,206.166.194.68,100,173,1,2025-04-09 06:33:15,R_6EFdSn6SGg2FSy1,,,,,42.2958,-71.3018,anonymous,EN,AP761OJXC1MAE,,7,1,53,1,6,3,4,5,3,7,3,,,,,,,5,1,1,1,1,,,5,1,2,3,,4,2,2,3,3,4,2,3,4,4,4,3,4,5.78,10.551,11.163,4,3,1,1,,,,,,,,2,3,3,1,1,6.425,7.929,8.666,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 06:29:12,2025-04-09 06:33:39,0,64.67.58.118,100,266,1,2025-04-09 06:33:39,R_3s0BqgfkivuaerV,,,,,40.745,-75.3199,anonymous,EN,A1Y0X81U3RCNBG,7,,2,23,1,4,4,3,5,4,7,2,,,,,,,2,1,1,,,4,4,2,1,3,2,,3,4,3,3,3,4,4,3,4,4,2,3,3,,,,,,,,5.898,13.084,13.823,6,5,4,4,2,1,2,,,,,,,2,2,2.741,10.582,11.528,4,3,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:29:34,2025-04-09 06:34:30,0,104.28.55.237,100,296,1,2025-04-09 06:34:31,R_5EiZCsmY4pQZlIF,,,,,40.7126,-74.0066,anonymous,EN,A3FGLBWFZ4HHIB,5,,1,31,3,5,,,,,,,6,6,5,4,7,2,3,1,1,,,3,4,3,1,1,4,,1,3,4,4,3,3,4,5,4,2,1,3,3,6.277,11.842,12.536,3,4,2,3,,,,,,,,2,2,2,,,,,,,3,1,12.071,16.588,17.565,3,1,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:31:14,2025-04-09 06:35:29,0,24.148.46.244,100,255,1,2025-04-09 06:35:30,R_30OzVL9MWoyPX7i,,,,,41.9905,-87.6679,anonymous,EN,A1ZZSJ0MP1HFP,7,,1,38,2,6,,,,,,,5,5,4,6,7,1,4,2,1,2,2,,,4,2,1,1,,4,2,3,4,2,4,2,4,4,2,3,4,3,,,,,,,,7.021,10.897,11.516,4,5,3,3,1,2,3,,,,,,,1,6,8.644,11.257,15.568,2,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:30:21,2025-04-09 06:36:00,0,35.145.196.81,100,339,1,2025-04-09 06:36:01,R_1xkPBDfiu7oojER,,,,,27.935,-82.3772,anonymous,EN,A2UUGZ2SXM53MC,7,,2,32,2,7,,,,,,,4,1,4,4,7,2,3,2,3,3,3,,,3,2,2,2,,3,2,2,3,3,3,2,2,3,3,3,5,4,15.324,17.829,18.501,3,3,3,3,,,,,,,,1,2,3,1,1,8.382,9.225,10.523,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:34:15,2025-04-09 06:37:52,0,96.241.237.224,100,217,1,2025-04-09 06:37:53,R_7dyQnQkBtkPPLqy,,,,,38.8463,-77.4667,anonymous,EN,A2K798WYCR4K3O,,7,2,43,1,6,,,,,,,3,1,4,4,7,3,4,1,2,,,2,2,4,1,4,2,,3,3,3,3,2,3,3,3,3,2,3,4,4,9.527,13.603,19.39,3,2,1,1,,,,,,,,2,3,3,3,5,4.507,7.519,13.083,3,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:35:25,2025-04-09 06:39:00,0,104.1.229.144,100,215,1,2025-04-09 06:39:01,R_7BVqMilZlX1MsSa,,,,,36.3402,-79.6622,anonymous,EN,A3S3VM98BI0DNN,,5,1,36,1,6,7,7,7,7,7,1,,,,,,,4,1,1,,,4,4,4,1,1,2,,4,3,3,4,3,2,2,3,3,4,2,4,3,,,,,,,,1.445,9.501,10.241,6,5,5,5,2,2,3,3,2,1.052,7.332,8.656,4,,,,,,,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 06:31:51,2025-04-09 06:39:12,0,75.183.101.64,100,441,1,2025-04-09 06:39:13,R_5mfqrWtHyXCcIsQ,,,,,36.0344,-79.482,anonymous,EN,AT509FQLLTRO0,5,,2,69,2,5,,,,,,,5,4,4,5,7,1,7,2,1,1,1,,,7,2,1,4,,4,3,3,4,4,2,3,3,4,4,3,3,3,,,,,,,,12.879,25.458,26.338,7,5,4,3,1,4,2,1,1,14.842,25.964,27.088,4,,,,,,,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:38:33,2025-04-09 06:41:06,0,69.41.96.249,100,152,1,2025-04-09 06:41:07,R_1hXflV4viCdckUM,,,,,32.0773,-81.0901,anonymous,EN,A1L3F0WOHD0RBS,7,,1,31,2,5,,,,,,,3,4,3,5,7,2,3,2,2,,,5,2,3,2,2,3,,2,2,2,3,3,3,2,2,2,3,2,2,3,2.011,4.401,5.244,3,2,1,1,,,,,,,,1,2,2,2,1,2.524,3.229,4.625,2,,,,,,,1,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:36:54,2025-04-09 06:42:13,0,64.84.104.210,100,319,1,2025-04-09 06:42:14,R_1cV782fqHCcZSBy,,,,,36.0765,-79.7947,anonymous,EN,A13O9KJXJ5X7L2,5,,2,32,1,5,,,,,,,6,6,6,5,7,2,3,1,2,4,3,,,3,1,1,2,,3,3,3,2,3,,2,2,3,4,3,3,3,3.815,6.501,7.193,3,4,3,4,,,,,,,,2,2,2,6,6,5.872,7.025,8.831,3,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:34:21,2025-04-09 06:42:35,0,24.193.235.99,100,493,1,2025-04-09 06:42:36,R_3i2jqRwg3hrIHiq,,,,,40.7149,-73.9893,anonymous,EN,A12HUK2V5MTJRM,,6,2,28,1,5,,,,,,,6,7,6,6,7,2,3,1,2,,,4,3,3,1,2,3,,4,5,3,5,4,4,3,4,4,4,4,2,3,3.831,11.249,12.454,4,2,2,2,,,,,,,,2,2,2,,,,,,,6,6,2.23,3.228,4.135,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:40:43,2025-04-09 06:44:36,0,129.62.189.182,100,232,1,2025-04-09 06:44:37,R_3esLYSfQ52gnHaS,,,,,31.5822,-97.1768,anonymous,EN,A2O8I5KDFW41DO,1,,2,46,1,1,3,4,1,1,7,2,,,,,,,5,1,1,1,1,,,5,1,1,2,,1,2,5,2,1,3,2,5,2,1,2,1,2,8.371,17.179,18.535,5,2,1,1,,,,,,,,2,3,1,,,,,,,1,1,7.038,7.646,10.404,2,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:42:32,2025-04-09 06:44:42,0,99.71.157.185,100,130,1,2025-04-09 06:44:43,R_7qVW1NFX2MdVnnJ,,,,,29.7212,-95.3626,anonymous,EN,A2SDTDGY3S0KVL,,6,2,41,1,4,,,,,,,4,6,3,4,7,3,4,1,2,2,1,,,4,1,2,2,,2,1,2,3,2,2,1,2,2,2,2,2,3,,,,,,,,2.929,5.177,5.716,3,4,2,3,2,2,2,,,,,,,1,1,3.093,3.501,5.68,2,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:41:52,2025-04-09 06:45:42,0,188.191.109.100,100,229,1,2025-04-09 06:45:43,R_3YaABPe9NKWQ9aU,,,,,38.6879,-77.2978,anonymous,EN,A1CTM8W6WOP9Z6,,4,2,39,1,5,6,3,6,6,7,2,,,,,,,4,1,2,4,3,,,4,1,2,2,,5,3,5,3,4,5,3,4,2,3,3,4,3,,,,,,,,0,0,5.187,0,5,2,2,2,2,2,,,,,,,5,3,0,0,1.739,0,1,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:41:07,2025-04-09 06:46:01,0,68.59.207.38,100,293,1,2025-04-09 06:46:01,R_7BnBmz3sR41eVov,,,,,34.7102,-85.2687,anonymous,EN,A3I2PT6W0FP7BR,7,,3,64,1,4,,,,,,,7,5,7,7,7,1,6,1,2,,,5,5,6,1,1,1,,3,3,3,5,5,3,3,3,5,5,3,2,2,7.595,13.557,14.778,3,5,5,5,,,,,,,,2,4,2,7,3,9.711,17.821,19.604,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:36:52,2025-04-09 06:46:51,0,163.5.128.236,100,599,1,2025-04-09 06:46:51,R_11bdtzmDpS2XUXs,,,,,37.751,-97.822,anonymous,EN,A3D81QUHWXO885,,5,3,54,1,6,,,,,,,6,7,6,6,7,2,5,1,3,5,4,,,5,1,2,2,,5,2,4,4,4,4,3,6,5,4,4,4,5,,,,,,,,3.323,7.004,8.727,3,4,5,5,2,3,3,,,,,,,6,7,5.05,6.531,8.047,2,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:42:49,2025-04-09 06:47:01,0,104.50.1.147,100,252,1,2025-04-09 06:47:01,R_1tMaMubm1eANmfa,,,,,37.26,-121.9173,anonymous,EN,ANWKES7DJ3ZF8,6,,2,32,2,6,5,6,5,5,7,3,,,,,,,3,2,1,,,4,4,3,2,4,3,,4,5,4,3,3,4,5,4,3,3,4,3,3,,,,,,,,5.603,10.112,10.603,5,4,4,4,1,2,2,3,2,12.915,15.999,16.863,3,,,,,,,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:43:05,2025-04-09 06:47:49,0,192.52.109.131,100,284,1,2025-04-09 06:47:49,R_5PWW5RjWToyCnny,,,,,40.1117,-82.9728,anonymous,EN,A36RTUVEPCORV,7,,1,39,2,6,6,6,5,4,7,3,,,,,,,4,2,1,,,1,3,4,2,1,2,,2,2,3,3,3,2,2,3,4,3,2,4,3,,,,,,,,2.545,11.357,12.287,7,5,4,4,1,2,3,1,1,3.967,14.87,16.125,6,,,,,,,1,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:43:21,2025-04-09 06:48:55,0,172.249.164.52,100,333,1,2025-04-09 06:48:56,R_1RHyed27ZPOv6Nj,,,,,34.1027,-118.2231,anonymous,EN,A28Y8WBK6Q85J8,,5,3,29,1,6,5,5,5,5,7,1,,,,,,,3,1,3,,,3,4,3,1,2,1,,4,4,3,4,4,3,3,3,4,4,4,4,4,1.402,2.267,3.116,4,4,4,4,,,,,,,,2,2,2,,,,,,,4,5,1.814,2.884,3.35,3,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:45:26,2025-04-09 06:49:36,0,172.56.40.50,100,250,1,2025-04-09 06:49:37,R_1pFgrkmFJDDFszN,,,,,29.4963,-98.4004,anonymous,EN,A1OVTCO4LQ7SYI,,6,1,47,1,5,6,5,5,4,7,3,,,,,,,5,1,2,3,2,,,5,1,2,2,,2,3,3,2,3,2,3,3,2,3,2,3,4,3.403,11.511,12.06,9,5,3,3,,,,,,,,2,3,2,,,,,,,4,4,8.598,12.869,13.976,4,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:47:11,2025-04-09 06:50:24,0,77.111.246.126,100,193,1,2025-04-09 06:50:24,R_5V2RMhN37YmLsbU,,,,,37.751,-97.822,anonymous,EN,A30WRSVHIK1KYW,,1,1,48,1,1,7,3,1,5,7,1,,,,,,,5,1,3,1,1,,,5,1,1,2,,1,3,5,3,3,1,4,5,3,3,2,1,1,8.455,11.929,12.477,3,5,2,2,,,,,,,,2,3,2,,,,,,,1,1,4.186,4.515,5.328,2,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:40:23,2025-04-09 06:50:52,0,161.129.36.87,100,628,1,2025-04-09 06:50:53,R_3bUfxSPwjk0dWfL,,,,,39.018,-77.539,anonymous,EN,AG1AE7MAVEAD1,3,,3,33,2,5,6,5,7,6,7,2,,,,,,,3,2,2,,,4,4,3,2,1,2,,4,2,2,3,4,5,3,2,2,3,4,3,3,2.88,6.879,7.417,3,4,3,5,,,,,,,,1,2,1,5,6,6.334,6.9,7.538,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:45:43,2025-04-09 06:51:33,0,73.16.207.2,100,350,1,2025-04-09 06:51:34,R_1tXWYxbB4Msaytj,,,,,42.2546,-71.4564,anonymous,EN,A3O7C47N7PZXM4,,5,3,40,2,6,6,7,5,5,7,3,,,,,,,4,2,2,,,2,2,4,2,2,1,,4,4,3,3,2,5,5,4,4,4,4,4,4,,,,,,,,6.195,19.793,20.589,15,4,1,1,1,2,3,2,2,3.673,16.435,17.422,7,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 06:46:54,2025-04-09 06:51:39,0,172.58.131.122,100,284,1,2025-04-09 06:51:39,R_1q89XsUM1UChRhx,,,,,25.8906,-80.1784,anonymous,EN,A1HCJ2J42HI5P2,7,,2,50,2,6,7,7,7,7,7,2,,,,,,,5,2,2,3,1,,,5,2,1,2,,5,2,4,2,2,4,3,5,2,3,3,2,3,,,,,,,,0.99,10.252,10.779,9,4,4,3,1,3,2,,,,,,,1,1,0.873,7.134,7.694,6,1,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:41:31,2025-04-09 06:52:42,0,209.6.113.175,100,670,1,2025-04-09 06:52:43,R_3wpno4FJUts6dA1,,,,,42.4188,-71.1557,anonymous,EN,A3849HEUGP7J99,4,,1,78,1,5,,,,,,,4,4,4,1,7,3,8,1,1,1,1,,,7,1,1,4,,1,2,2,3,3,1,2,1,2,4,1,3,3,,,,,,,,34.637,42.861,45.141,3,4,3,3,2,5,2,1,1,30.746,35.408,37.8,2,,,,,,,1,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:44:34,2025-04-09 06:53:21,0,73.155.193.132,100,526,1,2025-04-09 06:53:21,R_3QWB3DRp7AcPrK6,,,,,30.1024,-95.2297,anonymous,EN,A2I28DDQ1WXR4U,7,,2,34,2,6,,,,,,,7,7,7,6,7,1,3,2,3,,,4,4,3,2,2,4,,4,3,3,5,5,3,3,3,5,5,3,3,3,,,,,,,,8.667,11.311,11.793,3,4,4,4,1,2,2,,,,,,,5,5,38.948,42.084,42.706,2,2,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:51:38,2025-04-09 06:53:24,0,172.250.212.147,100,105,1,2025-04-09 06:53:24,R_5443XY3q6uDvJjb,,,,,33.7372,-117.8232,anonymous,EN,A2YTZ3TS7C0Q5R,,4,1,26,1,3,,,,,,,4,2,3,6,7,2,2,1,1,2,1,,,2,1,1,1,,2,3,2,3,4,1,1,1,3,2,3,1,3,0.222,3.549,4.233,5,1,4,3,,,,,,,,2,1,1,1,6,2.503,2.95,3.566,2,,,,,,,1,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:48:37,2025-04-09 06:53:59,0,24.143.24.39,100,322,1,2025-04-09 06:54:00,R_1Ic6ocNCzRo9SdX,,,,,42.0595,-104.1911,anonymous,EN,A15GLJU2DG7DLO,,2,3,59,1,5,6,7,3,5,7,1,,,,,,,6,1,1,1,2,,,6,1,2,2,,2,1,3,2,3,2,1,4,2,3,1,4,4,11.131,18.939,19.779,4,5,4,1,,,,,,,,2,4,2,2,1,13.349,17.841,19.142,3,,,,,,,3,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 06:53:05,2025-04-09 06:54:49,0,185.86.142.152,100,104,1,2025-04-09 06:54:49,R_7IQP1zaQXt6zgF0,,,,,37.751,-97.822,anonymous,EN,A1GWFF5651XU8,4,,2,37,1,4,,,,,,,5,3,5,6,7,2,4,1,2,5,4,,,4,1,2,2,,1,5,3,4,5,5,3,4,3,4,3,4,4,0,0,12.624,0,4,5,4,,,,,,,,2,2,2,6,2,0,0,1.565,0,,,,,,,1,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:55:29,2025-04-09 06:57:25,0,38.255.51.120,100,115,1,2025-04-09 06:57:26,R_1HS0VAA6c73QS2v,,,,,39.018,-77.539,anonymous,EN,A2J1GZV49A449H,4,,1,30,1,4,,,,,,,4,6,4,5,7,2,3,1,2,4,5,,,3,1,2,2,,4,2,3,4,4,4,3,4,4,3,3,4,3,2.026,3.569,4.095,3,5,4,4,,,,,,,,2,3,2,,,,,,,5,6,1.909,2.196,3.242,2,2,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:52:09,2025-04-09 06:57:29,0,161.129.44.237,100,319,1,2025-04-09 06:57:29,R_11MFcMBSBRKhF3X,,,,,39.018,-77.539,anonymous,EN,A1K18I7D1FVQDL,5,,1,30,2,4,5,6,4,5,7,2,,,,,,,3,2,2,,,5,3,3,2,2,2,,5,4,2,3,4,5,3,4,4,3,4,4,4,,,,,,,,4.438,7.841,9.588,3,4,5,4,1,2,2,,,,,,,5,6,4.032,5.087,6.358,2,3,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:50:50,2025-04-09 06:57:42,0,98.152.69.138,100,412,1,2025-04-09 06:57:43,R_1foAsrJNVmxHnMJ,,,,,33.9571,-118.3622,anonymous,EN,A1VG6B11UHXNZ9,6,,1,27,1,7,,,,,,,6,5,7,6,7,1,3,1,3,,,4,5,3,1,1,4,,4,3,2,4,3,5,4,3,4,4,3,5,3,,,,,,,,1.734,15.951,16.298,15,5,5,4,2,2,3,6,5,0.34,18.801,19.709,20,,,,,,,2,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:55:02,2025-04-09 06:58:16,0,216.56.22.39,100,194,1,2025-04-09 06:58:17,R_6OHrF11mWsBcj1k,,,,,44.0197,-88.5514,anonymous,EN,A1N9DE06KJ08XJ,6,,1,39,2,5,7,5,6,6,7,2,,,,,,,4,2,1,,,4,3,4,2,4,2,,4,3,3,3,3,3,3,3,4,3,4,3,3,,,,,,,,11.496,15.05,15.846,3,4,4,4,1,2,2,3,3,4.243,6.731,7.695,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:56:04,2025-04-09 07:00:14,0,136.226.18.66,100,249,1,2025-04-09 07:00:14,R_3fUbJxznklujSi9,,,,,38.9609,-77.3429,anonymous,EN,AYO8GRKMVF8JR,,5,2,36,1,3,,,,,,,3,3,3,3,7,1,4,1,1,,,2,2,4,1,2,2,,3,2,4,4,3,4,2,4,3,3,3,3,3,6.047,10.709,11.47,3,4,2,3,,,,,,,,2,2,2,3,4,11.333,14.429,15.322,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:45:06,2025-04-09 07:00:30,0,174.174.205.149,100,923,1,2025-04-09 07:00:30,R_7DGNXYl6RbHRTZ4,,,,,42.5586,-83.4773,anonymous,EN,A2PCK9T0VQ46PO,5,,1,28,2,4,7,7,6,6,7,1,,,,,,,3,2,2,,,2,3,3,2,2,2,,4,2,3,5,5,4,2,2,4,4,3,3,3,,,,,,,,10.239,34.851,35.733,5,5,2,4,1,2,2,,,,,,,2,2,5.69,77.009,77.807,4,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:53:46,2025-04-09 07:00:42,0,74.43.40.58,100,415,1,2025-04-09 07:00:42,R_7j9g2Q3CfPiAlsq,,,,,36.0229,-78.9464,anonymous,EN,A1DY3PIMI76PJO,5,,3,41,2,5,6,6,5,6,7,1,,,,,,,4,2,3,3,3,,,4,2,2,2,,3,2,2,3,3,3,3,3,3,3,3,2,3,,,,,,,,12.769,18.961,19.706,3,4,3,3,1,2,2,,,,,,,2,2,16.94,21.328,22.743,2,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:57:53,2025-04-09 07:00:57,0,199.20.26.143,100,184,1,2025-04-09 07:00:57,R_7ptBH3gCDy6QqN0,,,,,31.0594,-87.4855,anonymous,EN,AIJPLVW0ULYTH,,6,3,41,2,5,,,,,,,5,3,4,5,7,2,4,2,1,,,2,1,4,2,2,1,,2,1,2,2,2,2,2,2,2,2,2,3,3,7.674,11.899,12.733,3,5,5,5,,,,,,,,1,2,2,,,,,,,2,2,5.47,8.469,9.841,4,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:56:56,2025-04-09 07:01:24,0,173.71.206.70,100,268,1,2025-04-09 07:01:25,R_5E7mf7mJj6vfSMx,,,,,38.3416,-77.4307,anonymous,EN,A1S62B2N2ZNSIS,,6,1,56,1,6,,,,,,,4,4,6,4,7,3,6,1,1,1,2,,,6,1,1,3,,1,2,3,3,3,1,2,3,3,3,2,3,3,,,,,,,,11.901,16.617,17.584,3,4,2,3,2,3,2,,,,,,,1,1,8.6,9.25,11.484,2,1,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:57:44,2025-04-09 07:02:07,0,136.227.149.115,100,262,1,2025-04-09 07:02:07,R_6PXnN6KPh8YplBF,,,,,39.0761,-108.5451,anonymous,EN,A247G99YWWME4L,,2,3,40,1,3,,,,,,,1,2,2,1,7,1,4,1,1,1,2,,,4,1,1,2,,3,3,4,5,4,2,3,4,5,4,4,3,3,7.597,15.044,15.965,4,5,4,4,,,,,,,,2,2,2,,,,,,,4,4,7.762,12.033,12.663,3,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
